index,sentenca_original,sentenca_processada1,classificacao,sentenca_processada2,entidades_nomeadas,adjetivos,triggers,intensifiers,modifiers,quotation_marks,repeated_punctuation,letters_repetition,word_repetition
708,Nossos políticos aceitam de bom grado..aliás vivemos um momento extraordinário!,Nossos políticos aceitam de bom grado..aliás vivemos um momento extraordinário!,1,Nossos políticos aceitam de bom gradoaliás vivemos um momento extraordinário,0,1,1,0,1,0,1,0,0
709,De muito crescimento e desenvolvimento.,De muito crescimento e desenvolvimento.,1,De muito crescimento e desenvolvimento,0,0,1,0,1,0,0,0,0
710,"O país esta em excelente fase, assim, se justifica (será que se justificaria em algum momento?) esses valores absurdos...mas recorrer e quem?","O país esta em excelente fase, assim, se justifica (será que se justificaria em algum momento?) esses valores absurdos...mas recorrer e quem?",1,O país esta em excelente fase assim se justifica será que se justificaria em algum momento esses valores absurdosmas recorrer e quem,0,1,1,0,1,0,1,0,0
717,Como é gostoso gastar dinheiro dos contribuintes !!!,Como é gostoso gastar dinheiro dos contribuintes !!!,1,Como é gostoso gastar dinheiro dos contribuintes ,0,0,1,0,1,0,1,0,1
719,"dinheiro para superfundo ( partidos) tem mas para a saúde , educação etc.. não tem .","dinheiro para superfundo ( partidos) tem mas para a saúde , educação etc.. não tem .",1,dinheiro para superfundo  partidos tem mas para a saúde  educação etc não tem ,0,0,1,0,1,0,1,0,0
755,"Se [""isso""]P1 é melhor do partido...já pensou o resto......","Se [""isso""]P1 é melhor do partido...já pensou o resto......",1,Se issoP1 é melhor do partidojá pensou o resto,1,0,1,0,1,1,1,0,1
761,Alula-Babá e seu 40000 ladrões.,Alula-Babá e seu 40000 ladrões.,1,AlulaBabá e seu 40000 ladrões,1,0,1,0,1,0,0,1,0
777,"Plano A [""Papuda""]P1...plano B [""Curitiba""]P1... ah, pode ser [Pedrinhas]P5 também, junto com a [""pessoa ilustre""]P1 do Sarney.","Plano A [""Papuda""]P1...plano B [""Curitiba""]P1... ah, pode ser Pedrinhas também, junto com a [""pessoa ilustre""]P1 do Sarney.",1,Plano A PapudaP1plano B CuritibaP1 ah pode ser Pedrinhas também junto com a pessoa ilustreP1 do Sarney,1,0,1,0,1,1,1,1,0
786,A frase do Sr. Rui Falcão é fantástica.,A frase do Sr. Rui Falcão é fantástica.,1,A frase do Sr Rui Falcão é fantástica,1,1,1,0,1,0,0,0,0
787,"""Lula é o plano A DEUS do PT.""","""Lula é o plano A DEUS do PT.""",1,Lula é o plano A DEUS do PT,1,0,1,0,1,1,0,0,0
788,Parabéns!,Parabéns!,1,Parabéns,0,0,1,0,0,0,0,0,0
789,Não poderia ser mais sugestivo.,Não poderia ser mais sugestivo.,1,Não poderia ser mais sugestivo,0,0,1,1,1,0,0,0,0
790,Nota dez com louvor!,Nota dez com louvor!,1,Nota dez com louvor,0,0,1,0,1,0,0,0,0
800,Seria de bom tom esperar a lava jato certo?,Seria de bom tom esperar a lava jato certo?,1,Seria de bom tom esperar a lava jato certo,0,1,1,0,1,0,0,0,0
801,É incrível o nosso país.,É incrível o nosso país.,1,É incrível o nosso país,0,1,1,0,1,0,0,0,0
807,"Está subestimando o nosso [""glorioso""]P1 sindicalismo e a ignorancia conveniente do nosso povo.","Está subestimando o nosso [""glorioso""]P1 sindicalismo e a ignorancia conveniente do nosso povo.",1,Está subestimando o nosso gloriosoP1 sindicalismo e a ignorancia conveniente do nosso povo,0,0,1,0,1,1,0,0,0
849,"Se Eduardo Cunha esta desmoralizado com uma denúncia, então o Lula é uma BOMBA A, PT é BOMBA A++, a CÚPULA do PT é BOMBA A+++, !!!!","Se Eduardo Cunha esta desmoralizado com uma denúncia, então o Lula é uma BOMBA A, PT é BOMBA A++, a CÚPULA do PT é BOMBA A+++, !!!!",1,Se Eduardo Cunha esta desmoralizado com uma denúncia então o Lula é uma BOMBA A PT é BOMBA A a CÚPULA do PT é BOMBA A ,1,0,1,0,1,0,1,0,1
851,"Sindico na papuda, este será seu cargo em 2018!!","Sindico na papuda, este será seu cargo em 2018!!",1,Sindico na papuda este será seu cargo em 2018,1,0,1,0,1,0,1,0,1
865,Socialismo e Liberdade'...,Socialismo e Liberdade'...,1,Socialismo e Liberdade,0,0,1,0,1,0,1,0,0
882,Faltaram duas perguntas inocentes:,Faltaram duas perguntas inocentes:,1,Faltaram duas perguntas inocentes,0,0,0,0,0,0,0,0,0
883,1 - O que a filha achou do Governo do pai no pobre Rio Grande do Sul.,1 - O que a filha achou do Governo do pai no pobre Rio Grande do Sul.,1,1  O que a filha achou do Governo do pai no pobre Rio Grande do Sul,1,0,1,0,1,0,0,0,0
884,2 - O que acha dos governos bolivarianos na América Latina.,2 - O que acha dos governos bolivarianos na América Latina.,1,2  O que acha dos governos bolivarianos na América Latina,1,0,1,0,1,0,0,0,0
906,Da democracia socialista em que idolatram picaretas no poder pela ignorância do povo???,Da democracia socialista em que idolatram picaretas no poder pela ignorância do povo???,1,Da democracia socialista em que idolatram picaretas no poder pela ignorância do povo,0,0,1,0,1,0,1,0,1
922,"O herói da pátria, José Dirceu, quando pediu o impedimento de FHC em 1999 declarou que governista que falava em [""golpe""]P1 era [""falta de assunto""]P1....","O herói da pátria, José Dirceu, quando pediu o impedimento de FHC em 1999 declarou que governista que falava em [""golpe""]P1 era [""falta de assunto""]P1....",1,O herói da pátria José Dirceu quando pediu o impedimento de FHC em 1999 declarou que governista que falava em golpeP1 era falta de assuntoP1,1,0,1,0,1,1,1,1,0
946,"Veja, a Cidadã nada mais é que filha de BOM político, [igualzinha]P5 as FAMÍLIA dos político TRADICIONAL do BRASIL, não sabe fazer nada, então vai ser POLÍTICO, esta no SANGUE!!","Veja, a Cidadã nada mais é que filha de BOM político, igualzinha as FAMÍLIA dos político TRADICIONAL do BRASIL, não sabe fazer nada, então vai ser POLÍTICO, esta no SANGUE!!",1,Veja a Cidadã nada mais é que filha de BOM político igualzinha as FAMÍLIA dos político TRADICIONAL do BRASIL não sabe fazer nada então vai ser POLÍTICO esta no SANGUE,1,0,1,0,1,0,1,0,1
961,A Venezuela é absolutamente democrática.,A Venezuela é absolutamente democrática.,1,A Venezuela é absolutamente democrática,1,0,1,1,1,0,0,0,0
962,Chavez e Maduro são democratas.,Chavez e Maduro são democratas.,1,Chavez e Maduro são democratas,1,0,1,0,1,0,0,0,0
963,O último ditador na Venezuela foi Carmona O Breve.,O último ditador na Venezuela foi Carmona O Breve.,1,O último ditador na Venezuela foi Carmona O Breve,1,0,1,0,1,0,0,0,0
967,Parabêns.,Parabêns.,1,Parabêns,0,0,1,0,0,0,0,0,0
971,Corre para ver se tem um comunista escondido debaixo de sua cama.,Corre para ver se tem um comunista escondido debaixo de sua cama.,1,Corre para ver se tem um comunista escondido debaixo de sua cama,0,0,1,0,1,0,0,0,0
998,"pertencem ao marxismo de 1848 , do século XIX .","pertencem ao marxismo de 1848 , do século XIX .",1,pertencem ao marxismo de 1848  do século XIX ,0,0,1,0,1,0,0,0,0
1001,"Ok. O jornal, fez com que vc.reaparecesse por 2 minutos, agora desapareça, senao vou chamar o Bolsonaro.","Ok. O jornal, fez com que vc.reaparecesse por 2 minutos, agora desapareça, senao vou chamar o Bolsonaro.",1,Ok O jornal fez com que vcreaparecesse por 2 minutos agora desapareça senao vou chamar o Bolsonaro,1,0,1,0,1,0,0,0,0
1002,O Boçalnaro?,O Boçalnaro?,1,O Boçalnaro,0,0,1,0,1,0,0,0,0
1023,"Bondade empresarial, é ?!","Bondade empresarial, é ?!",1,Bondade empresarial é ,0,0,1,0,1,0,1,0,0
1032,O impeachment dos outros somente ...,O impeachment dos outros somente ...,1,O impeachment dos outros somente ,0,0,1,0,1,0,1,0,0
1053,"Um verdadeiro Lord, um fidalgo falando!","Um verdadeiro Lord, um fidalgo falando!",1,Um verdadeiro Lord um fidalgo falando,0,0,1,0,1,0,0,0,0
1054,Parece àqueles caras com microfone na porta da loja de roupas baratas.,Parece àqueles caras com microfone na porta da loja de roupas baratas.,1,Parece àqueles caras com microfone na porta da loja de roupas baratas,0,0,1,0,1,0,0,0,0
1055,"[""Quase chego às lágrimas!""/aspas>.","[""Quase chego às lágrimas!""/aspas>.",1,Quase chego às lágrimasaspas,0,0,1,0,1,1,0,0,0
1056,Estou comovido com tanta contrição e surpresa.,Estou comovido com tanta contrição e surpresa.,1,Estou comovido com tanta contrição e surpresa,0,0,1,0,1,0,0,0,0
1058,"Mas, não!","Mas, não!",1,Mas não,0,0,0,0,1,0,0,0,0
1089,"[Pixuleco]P3 tem, o que não tem mais é óleo de peroba, o pete acabou com todo o estoque.","Pixuleco tem, o que não tem mais é óleo de peroba, o pete acabou com todo o estoque.",1,Pixuleco tem o que não tem mais é óleo de peroba o pete acabou com todo o estoque,1,0,1,0,1,0,0,0,0
1090,Vish... Desenvolvimentismo?,Vish... Desenvolvimentismo?,1,Vish Desenvolvimentismo,1,0,0,0,0,0,1,0,0
1091,Modulacao no ajuste (Q admitidamebte não houve por falta de apoio parlamentar) ?,Modulacao no ajuste (Q admitidamebte não houve por falta de apoio parlamentar) ?,1,Modulacao no ajuste Q admitidamebte não houve por falta de apoio parlamentar ,0,0,1,0,1,0,0,0,0
1093,Boa noite e boa sorte.,Boa noite e boa sorte.,1,Boa noite e boa sorte,0,0,1,0,1,0,0,0,0
1100,Para pt: viva Venezuela ... e os Bolivarianos ..,Para pt: viva Venezuela ... e os Bolivarianos ..,1,Para pt viva Venezuela  e os Bolivarianos ,1,0,1,0,1,0,1,0,0
1110,"Mas há filme q está dando certo c/ metodologias [painhos]P5 *** [ Festa na Zona com Dimdim do Povo ] *** c/ [zartistas]P3 [zonestu]P3 :  [painho]P5  + [Mainha]P5 do BR  / os mocinhos # trechos do filme : US$ na kueka num póodi mais, mas póodi US$ na//CENSURADO /","Mas há filme q está dando certo c/ metodologias painhos ***  Festa na Zona com Dimdim do Povo  *** c/ zartistas zonestu :  painho  + Mainha do BR  / os mocinhos # trechos do filme : US$ na kueka num póodi mais, mas póodi US$ na//CENSURADO /",1,Mas há filme q está dando certo c metodologias painhos   Festa na Zona com Dimdim do Povo   c zartistas zonestu   painho   Mainha do BR   os mocinhos  trechos do filme  US na kueka num póodi mais mas póodi US naCENSURADO ,0,0,1,0,1,0,0,0,0
1112,"Obrigado ministro, pelo menos, as idéias são pares, ne?","Obrigado ministro, pelo menos, as idéias são pares, ne?",1,Obrigado ministro pelo menos as idéias são pares ne,0,0,1,0,1,0,0,0,0
1116,"Brazil, zil, zil!!!","Brazil, zil, zil!!!",1,Brazil zil zil,0,0,0,0,0,0,1,0,1
1117,A saída mais lúcida ainda é o aeroporto.,A saída mais lúcida ainda é o aeroporto.,1,A saída mais lúcida ainda é o aeroporto,0,0,1,1,1,0,0,0,0
1126,Que tal entrevistar o Aécio Neves!?,Que tal entrevistar o Aécio Neves!?,1,Que tal entrevistar o Aécio Neves,1,0,1,0,1,0,1,0,0
1128,Que tal entrevistar o o Aécio Neves.,Que tal entrevistar o o Aécio Neves.,1,Que tal entrevistar o o Aécio Neves,1,0,1,0,1,0,0,0,1
1142,"Então terminados trabalhos pesados nos porões da Confraria [Painhos]P5 ( Lu, prof Color,  [mainha]P5 do BR )?","Então terminados trabalhos pesados nos porões da Confraria Painhos ( Lu, prof Color,  mainha do BR )?",1,Então terminados trabalhos pesados nos porões da Confraria Painhos  Lu prof Color  mainha do BR ,0,0,1,0,1,0,0,0,0
1143,Transformado partidão em BDMP ~ Bom Dizmais Mô Paipai partido pru fióti inteigenti prizidenti ?,Transformado partidão em BDMP ~ Bom Dizmais Mô Paipai partido pru fióti inteigenti prizidenti ?,1,Transformado partidão em BDMP  Bom Dizmais Mô Paipai partido pru fióti inteigenti prizidenti ,1,0,1,0,1,0,0,0,0
1144,"Nem que a vaca tussa vou tirar direitos dos trabalhadores, sei...","Nem que a vaca tussa vou tirar direitos dos trabalhadores, sei...",1,Nem que a vaca tussa vou tirar direitos dos trabalhadores sei,0,0,1,0,1,0,1,0,0
1146,"Jaques está de parabéns, o meu final de ano me lambuzei de arroz com farofa a carne ficou pra quem, adivinhem, claro Pra Turma do maiusculo","Jaques está de parabéns, o meu final de ano me lambuzei de arroz com farofa a carne ficou pra quem, adivinhem, claro Pra Turma do maiusculo",1,Jaques está de parabéns o meu final de ano me lambuzei de arroz com farofa a carne ficou pra quem adivinhem claro Pra Turma do maiusculo,1,0,1,0,1,0,0,1,0
1151,Ou seria [PTitanic]P3.,Ou seria PTitanic.,1,Ou seria PTitanic,0,0,1,0,1,0,0,0,0
1165,"Como sempre a culpa é dos outros, ele são uns anjos...","Como sempre a culpa é dos outros, ele são uns anjos...",1,Como sempre a culpa é dos outros ele são uns anjos,0,0,1,0,1,0,1,0,0
1184,"Será que estou falando do partido republicano, dos EUA?","Será que estou falando do partido republicano, dos EUA?",1,Será que estou falando do partido republicano dos EUA,1,0,1,0,1,0,0,0,0
1188,Eh eh eh...Você é hilário.,Eh eh eh...Você é hilário.,1,Eh eh ehVocê é hilário,0,1,1,0,1,0,1,0,1
1189,"Conta outra...Aquela, do gaúcho.","Conta outra...Aquela, do gaúcho.",1,Conta outraAquela do gaúcho,0,0,1,0,1,0,1,0,0
1194,Né  prof [painho]P5  ?,Né  prof painho  ?,1,Né  prof painho  ,0,0,1,0,0,0,0,0,0
1195,Né  prof [Mainha]P5 do BR  ? ),Né  prof Mainha do BR  ? ),1,Né  prof Mainha do BR   ,0,0,1,0,1,0,0,0,0
1213,Vai óleo de peroba?,Vai óleo de peroba?,1,Vai óleo de peroba,0,0,1,0,1,0,0,0,0
1218,"Coitados, aprenderam com os outros!","Coitados, aprenderam com os outros!",1,Coitados aprenderam com os outros,1,0,1,0,1,0,0,0,0
1221,Dá pena.,Dá pena.,1,Dá pena,0,0,1,0,1,0,0,0,0
1228,É fácil gastar o dinheiro dos outros né ?,É fácil gastar o dinheiro dos outros né ?,1,É fácil gastar o dinheiro dos outros né ,0,0,1,0,1,0,0,0,0
1229,O Sr. quis dizer lambuzou foi a $$$$$ que pegaram ?,O Sr. quis dizer lambuzou foi a $$$$$ que pegaram ?,1,O Sr quis dizer lambuzou foi a  que pegaram ,1,0,1,0,1,0,0,0,1
1240,"Também acho que o Eduardo Cunha seria um homem mais realizado tendo um posto bacana, por exemplo, no quadro do STF. rs","Também acho que o Eduardo Cunha seria um homem mais realizado tendo um posto bacana, por exemplo, no quadro do STF. rs",1,Também acho que o Eduardo Cunha seria um homem mais realizado tendo um posto bacana por exemplo no quadro do STF rs,1,0,1,0,1,0,0,0,0
1252,A presidenta não sabia de nada !!!??,A presidenta não sabia de nada !!!??,1,A presidenta não sabia de nada ,0,0,1,0,1,0,1,0,1
1253,Feliz Pasadena 2016!,Feliz Pasadena 2016!,1,Feliz Pasadena 2016,1,0,0,0,0,0,0,0,0
1292,"...mas, porem, contudo, todavia, não é bem assim, .....","...mas, porem, contudo, todavia, não é bem assim, .....",1,mas porem contudo todavia não é bem assim ,0,0,1,0,1,0,1,0,0
1307,Ai pode ..,Ai pode ..,1,Ai pode ,0,0,1,0,1,0,1,0,0
1317,"As metodologias antigas são: corrupção, clientelismo, patrimonialismo, patriarcalismo, patronagem, oligarquia, nepotismo, coronelismo...","As metodologias antigas são: corrupção, clientelismo, patrimonialismo, patriarcalismo, patronagem, oligarquia, nepotismo, coronelismo...",1,As metodologias antigas são corrupção clientelismo patrimonialismo patriarcalismo patronagem oligarquia nepotismo coronelismo,0,0,1,0,1,0,1,1,0
1321,"Dinheiro sumiço, você quis dizer.","Dinheiro sumiço, você quis dizer.",1,Dinheiro sumiço você quis dizer,0,0,1,0,0,0,0,0,0
1330,"estado do ministro se deu bem : pedaladas ,bolsas e benesses estatais .","estado do ministro se deu bem : pedaladas ,bolsas e benesses estatais .",1,estado do ministro se deu bem  pedaladas bolsas e benesses estatais ,0,0,1,0,1,0,0,1,0
1341,"A qualquer momento, e se continuar com esse discurso de assumir a mea culpa pelo  P T , poderá ser um novo Levy/Mercadante.","A qualquer momento, e se continuar com esse discurso de assumir a mea culpa pelo  P T , poderá ser um novo Levy/Mercadante.",1,A qualquer momento e se continuar com esse discurso de assumir a mea culpa pelo  P T  poderá ser um novo LevyMercadante,0,0,1,0,1,0,0,0,0
1360,"Sugestão para o entrevistado: que tal assumir a Fazenda e com a ajuda da atual Mãe [Menininha]P5 do Gantois, nos tirar do buraco profundo em que estamos metidos?","Sugestão para o entrevistado: que tal assumir a Fazenda e com a ajuda da atual Mãe Menininha do Gantois, nos tirar do buraco profundo em que estamos metidos?",1,Sugestão para o entrevistado que tal assumir a Fazenda e com a ajuda da atual Mãe Menininha do Gantois nos tirar do buraco profundo em que estamos metidos,0,0,1,0,1,0,0,0,0
1374,"É, como sempre, a culpa é dos outros.....","É, como sempre, a culpa é dos outros.....",1,É como sempre a culpa é dos outros,0,0,1,0,1,0,1,0,0
1382,(Fora a honestidade do Lula),(Fora a honestidade do Lula),1,Fora a honestidade do Lula,1,0,1,0,1,0,0,0,0
1395,"Para que a fala do ministro fosse completa, deveria ter dito que as desonerações foram péssimas para o Brasil, mas excelentes para filhos de certa ex autor idade.","Para que a fala do ministro fosse completa, deveria ter dito que as desonerações foram péssimas para o Brasil, mas excelentes para filhos de certa ex autor idade.",1,Para que a fala do ministro fosse completa deveria ter dito que as desonerações foram péssimas para o Brasil mas excelentes para filhos de certa ex autor idade,1,1,1,0,1,0,0,0,0
1420,"Se meu ET aparecesse hoje na terra, desavisado, acharia que o phethe é oposição e que não tem nada haver com a situação em que o país vive.","Se meu ET aparecesse hoje na terra, desavisado, acharia que o phethe é oposição e que não tem nada haver com a situação em que o país vive.",1,Se meu ET aparecesse hoje na terra desavisado acharia que o phethe é oposição e que não tem nada haver com a situação em que o país vive,0,0,1,0,1,0,0,1,0
