sentenca_original,sentenca_processada1,classificacao
"De tempos em tempos acontece de se estranharem, Primeiro foi o Lula denunciando a Dilma pelas incursões do Ministério Público fiscalizando seus filhos.","De tempos em tempos acontece de se estranharem, Primeiro foi o Lula denunciando a Dilma pelas incursões do Ministério Público fiscalizando seus filhos.",0
Depois foi a Dilma  dizendo que não confiava no Lula.,Depois foi a Dilma  dizendo que não confiava no Lula.,0
Agora foi o Temer reclamar da Dilma.,Agora foi o Temer reclamar da Dilma.,0
"Amanhã a roda vai girar e a desconfiança vai surgir entre o primeiro contra o segundo ou o terceiro contra o primeiro e, assim sucessivamente.","Amanhã a roda vai girar e a desconfiança vai surgir entre o primeiro contra o segundo ou o terceiro contra o primeiro e, assim sucessivamente.",0
"Imaginemos numa empresa familiar, um CEO (o diretor presidente) que foi guindado ao cargo por imposição de seu pai, o qual, com problemas de saúde, teve que deixar o cargo; pois bem o CEO não se sente seguro no cargo e a toda hora consulta seu pai bastante debilitado e um amigo que já ocupou cargo semelhante numa empresa que faliu - será que a empresa familiar vai pra frente,consegue se desenvolver?","Imaginemos numa empresa familiar, um CEO (o diretor presidente) que foi guindado ao cargo por imposição de seu pai, o qual, com problemas de saúde, teve que deixar o cargo; pois bem o CEO não se sente seguro no cargo e a toda hora consulta seu pai bastante debilitado e um amigo que já ocupou cargo semelhante numa empresa que faliu - será que a empresa familiar vai pra frente,consegue se desenvolver?",-1
se auto sustentar?,se auto sustentar?,0
Entenderam onde quero chegar?,Entenderam onde quero chegar?,0
País do futuro?,País do futuro?,-1
Será?,Será?,-1
Perdi a esperança!,Perdi a esperança!,0
"[Dilmentira]P3  e [luladespresivel]P3 são o que de pior existe para uma sociedade digna e honesta,","Dilmentira  e luladespresivel são o que de pior existe para uma sociedade digna e honesta,",0
"O negócio é salvar a pele, mesmo que haja necessidade de se entregar toda a roupa e ficar pelado.","O negócio é salvar a pele, mesmo que haja necessidade de se entregar toda a roupa e ficar pelado.",-1
E fedendo.,E fedendo.,-1
Impichimã de  dirma  é golpismo.,Impichimã de  dirma  é golpismo.,1
Loolla  continuar na presidença é [continuismo]P3.,Loolla  continuar na presidença é continuismo.,1
"Na moral enviesada peitista Impichimã sucks, mas [continuismo]P3 é cool.","Na moral enviesada peitista Impichimã sucks, mas continuismo é cool.",-1
"Afinal, lula é ex presidente ou presidente secreto?","Afinal, lula é ex presidente ou presidente secreto?",-1
"Se mete em tudo, parece um motorista de onibus que não segue o trajeto e faz ponto final onde quer e ninguem reclama.","Se mete em tudo, parece um motorista de onibus que não segue o trajeto e faz ponto final onde quer e ninguem reclama.",-1
Será que não tem ninguem para calar a boca desse parasita?,Será que não tem ninguem para calar a boca desse parasita?,0
Fiophó pulsante.,Fiophó pulsante.,-1
"Medo de [""perca""]P1 do puder.","Medo de [""perca""]P1 do puder.",0
Fazemos qualquer negócio.,Fazemos qualquer negócio.,-1
Até negamos que mordomo de Draculla é o assassino.,Até negamos que mordomo de Draculla é o assassino.,-1
o povo votou para a Dilma e levou o Lula.,o povo votou para a Dilma e levou o Lula.,0
Ela deveria renunciar em favor do lula.,Ela deveria renunciar em favor do lula.,0
"Pobre país que gera esse tipo de político mal intencionado, mau caráter, egoísta, sem hombridade, sem espírito publico, indecente e corrupto.","Pobre país que gera esse tipo de político mal intencionado, mau caráter, egoísta, sem hombridade, sem espírito publico, indecente e corrupto.",0
O PT e seus satelites são o pior já surgiu na história de república e o PMDB segue colado na segunda posição.,O PT e seus satelites são o pior já surgiu na história de república e o PMDB segue colado na segunda posição.,0
"Disputa para ver quem é mais Falso, como eles respiram o ar infectado de Brasilia, pensam que a população esta anestesiada, Uh Coitados...","Disputa para ver quem é mais Falso, como eles respiram o ar infectado de Brasilia, pensam que a população esta anestesiada, Uh Coitados...",1
E quem é a dona do bordeu?,E quem é a dona do bordeu?,-1
“ LuulaLá  é o bispo Edir Macedo da política.” - D.Mainardi,“ LuulaLá  é o bispo Edir Macedo da política.” - D.Mainardi,-1
Conversa para boi dormir!,Conversa para boi dormir!,0
"Estas tranqueiras já mostraram que não servem pra conduzir o destino do Brasil, poderiam ajudar no sentido de sair de cena e deixarem o país em paz, é isto que o Brasil está precisando, ser deixado em paz por estas tranqueiras, sigam seus caminhos em paz e deixem o país em paz.","Estas tranqueiras já mostraram que não servem pra conduzir o destino do Brasil, poderiam ajudar no sentido de sair de cena e deixarem o país em paz, é isto que o Brasil está precisando, ser deixado em paz por estas tranqueiras, sigam seus caminhos em paz e deixem o país em paz.",0
Os dois se merecem!,Os dois se merecem!,1
Se o Lula manda!!!,Se o Lula manda!!!,1
Deixe entender!!!,Deixe entender!!!,1
A culpa desse estado do Brasil não é só  dela ? ;-),A culpa desse estado do Brasil não é só  dela ? ;-),1
Esse terceiro mandado que nunca acaba.....,Esse terceiro mandado que nunca acaba.....,-1
Lula tem razão: mais vale um mal acordo do que uma boa demanda...,Lula tem razão: mais vale um mal acordo do que uma boa demanda...,1
"Não se trata de falsidade, se trata de negociação.","Não se trata de falsidade, se trata de negociação.",0
"A política é a arte da negociação, da tolerância, de procurar um caminho que atenda aos interesses das partes, da população.","A política é a arte da negociação, da tolerância, de procurar um caminho que atenda aos interesses das partes, da população.",0
"Se não for assim vem a radicalização e temos bons exemplos do que isto dá, no mundo: guerras e conflitos sem fim.","Se não for assim vem a radicalização e temos bons exemplos do que isto dá, no mundo: guerras e conflitos sem fim.",0
"Quem defende a falsidade, é [tão falso]P6 quanto.","Quem defende a falsidade, é tão falso quanto.",0
"eduardo, gostaria de saber em quais dados vc está se baseando para falar da administração de Lula.","eduardo, gostaria de saber em quais dados vc está se baseando para falar da administração de Lula.",0
"Todos os que conheço, a partir de FHC melhoraram.","Todos os que conheço, a partir de FHC melhoraram.",0
E a situação atual tem sua principal causa devido a fatores externos: desvalorização das commodities.,E a situação atual tem sua principal causa devido a fatores externos: desvalorização das commodities.,0
Estou aguardando os seus dados.,Estou aguardando os seus dados.,0
Loolah  nunca tem razão.,Loolah  nunca tem razão.,0
"Se algum dia tivesse, o país não estaria onde está.","Se algum dia tivesse, o país não estaria onde está.",0
Chico não bate em Renan e em Dilma.,Chico não bate em Renan e em Dilma.,1
Aos que estão de saco cheio dos ataques ao PT: A) corrupto e corruptores devem pagar pelo seus crimes e a corrupção é apartidaria.,Aos que estão de saco cheio dos ataques ao PT: A) corrupto e corruptores devem pagar pelo seus crimes e a corrupção é apartidaria.,0
"B) o vazamento seletivo de informacao e ampla divulgação na imprensa é instrumento legal previsto pela [""operação [manipulite]P3""]P1 ver Reportagem FSP - Sergio moro.","B) o vazamento seletivo de informacao e ampla divulgação na imprensa é instrumento legal previsto pela [""operação manipulite""]P1 ver Reportagem FSP - Sergio moro.",1
"C) o fato de outros terem cometidos crimes semelhantes , não justifica que os atuais governantes o façam , aliás todos devem responder pelo crime","C) o fato de outros terem cometidos crimes semelhantes , não justifica que os atuais governantes o façam , aliás todos devem responder pelo crime",0
Que papelão do STF para tentar dificultar o impedimento  dela  interferindo noutro poder.,Que papelão do STF para tentar dificultar o impedimento  dela  interferindo noutro poder.,0
A Sra. Presidente e [tao honesta]P6 que vai pro ceu..[tadinha]P5..,A Sra. Presidente e tao honesta que vai pro ceu..tadinha..,1
ninguém tem do dela não????..,ninguém tem do dela não????..,1
"poxa a filha dela e muito pobre ,como filho lula...","poxa a filha dela e muito pobre ,como filho lula...",1
agora são trilhonarios ganharam na mega sena....,agora são trilhonarios ganharam na mega sena....,1
ki legal não e mesmo???,ki legal não e mesmo???,1
Não tem como blindar.,Não tem como blindar.,0
Só de pertencer ao ParTido  já é culpado.,Só de pertencer ao ParTido  já é culpado.,0
Querem informações mais objetivas de que a cupula do governo está envolvida na petro?,Querem informações mais objetivas de que a cupula do governo está envolvida na petro?,0
e que as eleiçoes foram fraudadas?,e que as eleiçoes foram fraudadas?,0
Cada dia se avolumam mais... e ninguém faz nada de positivo.,Cada dia se avolumam mais... e ninguém faz nada de positivo.,0
"Exceto publicar [notinhas]P5 em jornais, sem realmente esclarecer e concluir alguma coisa! </sentence>","Exceto publicar notinhas em jornais, sem realmente esclarecer e concluir alguma coisa! </sentence>",0
Enquanto isso blindam os autores com esperanças para 2018!,Enquanto isso blindam os autores com esperanças para 2018!,0
É assim que sabem combater a corrupção.... blindando os corruptos!,É assim que sabem combater a corrupção.... blindando os corruptos!,0
Governo dissimulado e mais ordinária que existe neste planeta depois da Venezuela e Coréia do Norte claro!,Governo dissimulado e mais ordinária que existe neste planeta depois da Venezuela e Coréia do Norte claro!,0
Pode ficar feliz a Oposição?!,Pode ficar feliz a Oposição?!,1
"Só se forem burros, pq pessoas normais SABEM que dinheiro não dá em árvores.","Só se forem burros, pq pessoas normais SABEM que dinheiro não dá em árvores.",0
É o velho SISTEMA que está sendo dissecado.,É o velho SISTEMA que está sendo dissecado.,0
"Cada vez mais as pessoas assinarão embaixo daquilo que o ministro-juiz Barroso falou: [""não existe corrupção do PT - existe corrupção""]P1.","Cada vez mais as pessoas assinarão embaixo daquilo que o ministro-juiz Barroso falou: [""não existe corrupção do PT - existe corrupção""]P1.",0
"Fica cada vez mais claro que a chegada do Partido dos Trabalhadores ao poder, não pode ser a CAUSA da transformação dos (antes) [""honestos""]P1 empresários em corruptores...","Fica cada vez mais claro que a chegada do Partido dos Trabalhadores ao poder, não pode ser a CAUSA da transformação dos (antes) [""honestos""]P1 empresários em corruptores...",0
ninguém é [tão idiota]P6 assim!,ninguém é tão idiota assim!,0
Meu caro o ParTido da ética e o paladino da justiça qual era mesmo?,Meu caro o ParTido da ética e o paladino da justiça qual era mesmo?,1
"Sem falar que os ditos governistas foram obrigados pelo empresariado corrupto a aceitarem propinas, além de enriquecer de forma obscura!","Sem falar que os ditos governistas foram obrigados pelo empresariado corrupto a aceitarem propinas, além de enriquecer de forma obscura!",1
"To procurando um ap em Maresias, triplex....","To procurando um ap em Maresias, triplex....",1
Conhece algum à venda?,Conhece algum à venda?,1
Descobriu-se outro roubo da quadrilha.,Descobriu-se outro roubo da quadrilha.,0
Agora envolve o  governador de Minas  quando este era ministro.,Agora envolve o  governador de Minas  quando este era ministro.,0
"Obra em Moçambique, nos moldes já detalhados, com propina (20 mi) para o partido via financiamento do 'bndes, descontada na fonte.","Obra em Moçambique, nos moldes já detalhados, com propina (20 mi) para o partido via financiamento do 'bndes, descontada na fonte.",0
"Se não fizermos alguma coisa drástica, serão capazes de corromper até a terceira geração de nossos filhos.","Se não fizermos alguma coisa drástica, serão capazes de corromper até a terceira geração de nossos filhos.",0
Não há moças virgens em casa de tolerância.,Não há moças virgens em casa de tolerância.,-1
"[""Cem por cento da totalidade de todos""]P1 os integrantes do ParTido está completamente envolvida [intestinamente]P3 com todo o topo de conduta que visa apenas roubar e mentir sistematicamente.","[""Cem por cento da totalidade de todos""]P1 os integrantes do ParTido está completamente envolvida intestinamente com todo o topo de conduta que visa apenas roubar e mentir sistematicamente.",0
